no,title,phone,mobile,manager,address,email,website,group,subgroup
4917,هاشمي,34327465,,فرزانه هاشمي,شهرك ولفجر 2,,,آرایشگاه زنانه,آرایشی و بهداشتی
4918,فريبا فلاح,34230133,,فريبا فلاح,خ-معراج جنوبي چهارراه شهيد كاظمي جنب املاك سرمايه,,,آرایشگاه زنانه,آرایشی و بهداشتی
4919,توليدي نان سالم,34255410,,قاسم نجف زاده استاد,خ- شريعتي شرقي انتهاي كوچه شماره 20,,,نانوایی و سایر فراوردهای آردی,محصولات غذایی
4920,آرايشگاه برنادت,34288848,,راحله بخشي زاده,رفسنجان خيابان كارگر جنوبي جنب املاك كوثر,,,آرایشگاه زنانه,آرایشی و بهداشتی
4921,آرايشگاه يسناء,34260066,,طاهره مظفري,رفسنجان غزالي كوچه مجتمع آموزشي كوچه روبروي مدرسه,,,آرایشگاه زنانه,آرایشی و بهداشتی
4922,ارایشگاه پیوند,34220132,,عصمت علیپور مهد ابادی,رحمت اباد خ صاحب الزمان,,,آرایشگاه زنانه,آرایشی و بهداشتی
4923,آرایشگاه راحله,34283015,,فاطمه بازمانده خوری,بلوار صاحب الزمان (عج) کوچه 1,,,آرایشگاه زنانه,آرایشی و بهداشتی
4924,مجتمع نان رضا,34284898,,محمدعلی عشقی مرادی,خ-ذشهید مفتح کوی شماره 7,,,نانوایی و سایر فراوردهای آردی,محصولات غذایی
4925,رويال,34281303,,عصمت نخعي,بلوار طالقاني جنب سازمان مسكن و شهرسازي,,,آرایشگاه زنانه,آرایشی و بهداشتی
4926,آرايشگاه رونيك,34257295,,نازي محمديان,رفسنجان خيابان شهدا خيابان شهيد محمدي نژاد جنب ايستگاه امام حسين,,,آرایشگاه زنانه,آرایشی و بهداشتی
4927,آرايشگاه آراميس,34326452,,فخر السادات سادات خراساني,رفسنجان خيابان اميركبير 70 كوچه ارسلان 8,,,آرایشگاه زنانه,آرایشی و بهداشتی
4928,آرایشگاه آوینا,34289003,,مرضیه جامی,بلوار طالقانی نبش کوچه 13,,,آرایشگاه زنانه,آرایشی و بهداشتی
4929,اریگاه فریده,34259094,,طیبه رضاپورخلیل ابادی,خ معلم کوچه 9,,,آرایشگاه زنانه,آرایشی و بهداشتی
4930,گل يخ,34266967,,فاطمه شفيعي پور كرماني,خ- مدرس شمالي كوچه شماره 11,,,آرایشگاه زنانه,آرایشی و بهداشتی
4931,نانوایی عارف پور,,,علی اصغر عارف پور,ده شیخ -خ- شهید اسدالله میرزایی,,,نانوایی و سایر فراوردهای آردی,محصولات غذایی
4932,آرايشگاه سحر,,,اكرم عسكري حصني,رفسنجان مهدي آباد واحد جنب ضبط پسته وثوقي,,,آرایشگاه زنانه,آرایشی و بهداشتی
4933,آرايشگاه زنانه,,,مهديه قاسمي زاده,رفسنجان نوق بهرمان خيابان شهدا,,,آرایشگاه زنانه,آرایشی و بهداشتی
4934,آرایشگاه الهه ناز,34282670,,زهرا عرب بدوی,بلوار صاحب الزمان کوچه 2,,,آرایشگاه زنانه,آرایشی و بهداشتی
4935,عسل گيسو,34291352,,نرجس برخورداري پور,رفسنجان شهرك هزار واحدي خيابان رسول اكرم 8 پلاك 18,,,آرایشگاه زنانه,آرایشی و بهداشتی
4936,شهین کیانی,,,شهین کیانی,خ-امیر کبیر غربی,,,نانوایی و سایر فراوردهای آردی,محصولات غذایی
4937,اريشگاه نيلوفر,34323875,,طاهره حسيني پور رنجبر,خ-حجت كوي سقاخانه,,,آرایشگاه زنانه,آرایشی و بهداشتی
4938,آرايشگاه زنانه,,,فاطمه السادات ميرزماني,رفسنجان نوق فتح آباد بلوار رسالت,,,آرایشگاه زنانه,آرایشی و بهداشتی
4939,حديثه حقيقي فروتقه,34283707,,حديثه حقيقي فروتقه,رفسنجان خيابان ابوذر كوچه 23 پلاك 48,,,آرایشگاه زنانه,آرایشی و بهداشتی
4940,آرايشگاه نيكادل,34231808,,فاطمه اكبري نسب محموديه,رفسنجان خيابان 16 آذر كوچه 9,,,آرایشگاه زنانه,آرایشی و بهداشتی
4941,آرایشگاه آنتیک,34228169,,الهام میرزایی شمس آباد,بلوار مدرس شمالی کوچه 17,,,آرایشگاه زنانه,آرایشی و بهداشتی
4942,عليرضا ميرزايي جرجانكي,34190183,,عليرضا ميرزايي جرجانكي,داوران - خ- امام كوچه نژاد عسكري,,,نانوایی و سایر فراوردهای آردی,محصولات غذایی
4943,ايرانول,34229850,,حسن محمدي زاده رفسنجاني,خ- مصطفي خميني روبروي راهنمايي رانندگي,,,آرایشگاه زنانه,آرایشی و بهداشتی
4944,آرايشگاه فلور,34327465,,فرزانه هاشمي,رفسنجان شهرك والفجر 2 كوچه عمار,,,آرایشگاه زنانه,آرایشی و بهداشتی
4945,آرايشگاه پاك سيما,34230133,,نجمه برزگر باقر آبادي,رفسنجان خيابان معراج جنوبي نبش چهارراه شهيد رجايي,,,آرایشگاه زنانه,آرایشی و بهداشتی
4946,مريم اميري رنجبر,34390470,,مريم اميري رنجبر,رفسنجان كشكوئيه روستاي علي آباد,,,آرایشگاه زنانه,آرایشی و بهداشتی
4947,محمد زينلي اكبر ابادي,,,محمد زينلي اكبر ابادي,حميد اباد خ-اصلي,,,نانوایی و سایر فراوردهای آردی,محصولات غذایی
4948,آرایشگاه تک رخ,34327802,,شیرین محمودی عباس آبادی,بلوارخلیج فارس شهرک فرهنگیان کلاه قرمزی واحد832,,,آرایشگاه زنانه,آرایشی و بهداشتی
4949,آرايشگاه تيارا,34232313,,مرضيه جعفري دره در,رفسنجان بلوار مدرس كوچه مدرس 20,,,آرایشگاه زنانه,آرایشی و بهداشتی
4950,ارايشگاه سارا,34322506,,زهرا كريم زاده محمد ابادي,خ-اميركبير غربي بلوار شهيد نوري كوچه 3 پلاك 3,,,آرایشگاه زنانه,آرایشی و بهداشتی
4951,ثميلا,34258964,,الهام آقا محمد حسني,رفسنجان خيابان اميركبير شرقي كوچه 22 سمت راست,,,آرایشگاه زنانه,آرایشی و بهداشتی
4952,آرايشگاه زنانه,,,مژگان زارع عسكري,رفسنجان خيابان مصطفي خميني كوچه 82,,,آرایشگاه زنانه,آرایشی و بهداشتی
4953,آرایشگاه تندیس,34224589,,مریم پورحسینی,خیابان کارگرجنوبی کوچه2/1,,,آرایشگاه زنانه,آرایشی و بهداشتی
4954,محمد جعفر اوضح,34260638,,محمد جعفر اوضح,قوام اباد روبروي سقاخانه ابوالفضل,,,نانوایی و سایر فراوردهای آردی,محصولات غذایی
4955,آرايشگاه زنانه,34376181,,حليمه جعفري همت آبادي,رفسنجان روستاي همت آباد علياء خيابان گلزار شهدا ك 2,,,آرایشگاه زنانه,آرایشی و بهداشتی
4956,مژگان جوادي مقدم,34253634,,مژگان جوادي مقدم,خ- 15 خرداد كوچه 93,,,آرایشگاه زنانه,آرایشی و بهداشتی
4957,آرايشگاه سپيده,,,فاطمه رفسنجاني اكبر آباد,رفسنجان نوق الهيه,,,آرایشگاه زنانه,آرایشی و بهداشتی
4958,آرايش عقيله,34220530,,بانو شيخي پور,رفسنجان بلوار باهنر نبش معراج جنوبي منزل علي حاج محمد حسيني,,,آرایشگاه زنانه,آرایشی و بهداشتی
4959,محمد ابول نيمجري,34321539,,محمد ابول نيمجري,خ- امام جنب تعويض روغني,,,نانوایی و سایر فراوردهای آردی,محصولات غذایی
4960,آرایشگاه ماندگار,34287057,,فاطمه عموئی,بلوار امام رضا (ع) کوچه 5,,,آرایشگاه زنانه,آرایشی و بهداشتی
4961,آرايشگاه فشن,34333274,,آرزو عابلي,رفسنجان خيابان آيت الله صدر كوچه 5,,,آرایشگاه زنانه,آرایشی و بهداشتی
4962,ارايشگاه غزال,34225393,,امنه علي محمدي,خ مصطفي خميني كوچه شهيد عابديني 2,,,آرایشگاه زنانه,آرایشی و بهداشتی
4963,آرايشگاه نازنين,,,ملكه محمدي اكبر آبادي,رفسنجان نوق الهيه فلاح خيابان خانه معلم,,,آرایشگاه زنانه,آرایشی و بهداشتی
4964,آرایشگاه عروس شرق,34374220,,الاهه حیدرلشکری,روستای قاسم آبادحاجی ابتدا خیابان امام (ره),,,آرایشگاه زنانه,آرایشی و بهداشتی
4965,فاطمه بيگ زاده ماهاني,34262515,,فاطمه بيگ زاده ماهاني,رفسنجان بلوار طالقاني جنب مبل خيام,,,آرایشگاه زنانه,آرایشی و بهداشتی
4966,ارایشگاه انیس,34190015,,نصرت فداکار داورانی,روستای داوران,,,آرایشگاه زنانه,آرایشی و بهداشتی
4967,عباسعلي افكاند,,,عباسعلي افكاند,بلوار امام رضا,,,نانوایی و سایر فراوردهای آردی,محصولات غذایی
4968,آرايشگاه همتا,34264264,,زهره پسند,رفسنجان خيابان ابوذر ابوذر 36 پلاك 12,,,آرایشگاه زنانه,آرایشی و بهداشتی
4969,آرايشگاه ياس,,,فاطمه اسماعيل پور,رفسنجان نوق الهيه فلاح خيابان خانه معلم,,,آرایشگاه زنانه,آرایشی و بهداشتی
4970,آرایشگاه آدرینا,34291898,,فاطمه پیروزیان,روستای سعادت آباد خیابان کوثرولایت کوچه 6,,,آرایشگاه زنانه,آرایشی و بهداشتی
4971,عروس,34360023,,سميه نخعي چاه غلامعلي,رفسنجان روستاي فردوسيه آزادگان كوچه امام خميني 9,,,آرایشگاه زنانه,آرایشی و بهداشتی
4972,امير قربانعلي زاده سعادت اباد,,,امير قربانعلي زاده سعادت اباد,بلوار ايت الله خامنه اي,,,نانوایی و سایر فراوردهای آردی,محصولات غذایی
4973,انستیتو زیبایی چهره ها,34253507,,فرناز ارجمند,بلوار طالقانی نبش طالقانی 10,,,آرایشگاه زنانه,آرایشی و بهداشتی
4974,آرايشگاه آدنيس,34329576,,سكينه ترقي خواه,رفسنجان بلوار امام حسين ( ع ) كوچه 41,,,آرایشگاه زنانه,آرایشی و بهداشتی
4975,آرايشگاه زنانه,,,طاهره محمدي توغري,رفسنجان نوق محمد آباد هراتي خيابان شهيد طالبي 3,,,آرایشگاه زنانه,آرایشی و بهداشتی
4976,آرایشگاه شان آی,34279420,,فاطمه بهپور,خیابان مدرس شمالی کوچه 15,,,آرایشگاه زنانه,آرایشی و بهداشتی
4977,الهام حاج محمدی,34373372,,الهام حاج محمدی,قاسم اباد حاجی کوچه بهزیستی,,,آرایشگاه زنانه,آرایشی و بهداشتی
4978,پرينوس,34325582,,فاطمه زين الديني,رفسنجان بلوار مطهري خيابان شهيد ميرزائي كوچه لاله,,,آرایشگاه زنانه,آرایشی و بهداشتی
4979,حسن عرب بدوئي,34190101,,حسن عرب بدوئي,خ-ناصريه خ- رسول اكرم,,,نانوایی و سایر فراوردهای آردی,محصولات غذایی
